SUBD_DESC,median_price,n_parcels,median_size,median_dur_owned
WDCRFT/COPPER HILL,143250,24,0.2605,18.0575342465753
WDCRFT/CROSS TIMBERS P-01,190000,9,0.094,3.61369863013699
WDCRFT/CROSS TIMBERS P-02,156250,10,0.0805,13.5986301369863
WDCRFT/CROSS TIMBERS P-03,176500,7,0.08,2.62191780821918
WDCRFT/CROSS TIMBERS P-04,139500,24,0.0795,23.4027397260274
WDCRFT/CROSS TIMBERS P-05,57500,10,0.0805,23.4027397260274
WDCRFT/CROSS TIMBERS P-06,140000,7,0.085,11.3698630136986
WDCRFT/CROSS TIMBERS P-07,140250,18,0.0835,5.95753424657534
WDCRFT/FORTUNES RDG S-01,219000,5,0.23,15.4315068493151
WDCRFT/FORTUNES RDG S-02,188000,7,0.216,12.3931506849315
WDCRFT/FORTUNES RDG S-04,208500,6,0.2375,19.1849315068493
WDCRFT/FORTUNES RDG S-05,0,1,0.219,23.4027397260274
WDCRFT/FORTUNES RDG S-06,208000,15,0.236,4.2958904109589
WDCRFT/FORTUNES RDG S-07,236000,10,0.2655,15.6054794520548
WDCRFT/FORTUNES RDG S-08,178000,7,0.249,12.186301369863
WDCRFT/FORTUNES RDG S-09,207500,2,0.245,4.20821917808219
WDCRFT/FORTUNES RDG S-11,204000,24,0.236,3.8
WDCRFT/FORTUNES RDG S-12,191500,20,0.2175,3.83835616438356
WDCRFT/FORTUNES RDG S-13,222500,20,0.2195,21.4739726027397
WDCRFT/FORTUNES RDG S-14,208500,17,0.21,20.6013698630137
WDCRFT/FOX CHASE------/AP,0,3,3.987,23.4027397260274
WDCRFT/FRTUN RG/HMEPLC P1,155000,7,0.039,2.20821917808219
WDCRFT/FRTUN RG/HMEPLC P2,121500,10,0.035,5.38082191780822
WDCRFT/FRTUN RG/HMEPLC P3,130000,5,0.046,13.5986301369863
WDCRFT/FRTUN RG/HMEPLC P4,120000,11,0.044,8.05068493150685
WDCRFT/FRTUN RG/HMEPLC P5,145250,6,0.053,16.4
WDCRFT/HERITAGE WDS P-01A,124000,23,0.031,5.39178082191781
WDCRFT/HERITAGE WDS P-01B,133000,8,0.0405,4.64109589041096
WDCRFT/HERITAGE WDS P-02,129500,19,0.029,7.7972602739726
WDCRFT/HERITAGE WDS P-03,143250,14,0.036,4.59041095890411
WDCRFT/HERITAGE WDS P-04,125500,13,0.029,6.53698630136986
WDCRFT/HERITAGE WDS P-05,128000,13,0.032,8.80547945205479
WDCRFT/HERITAGE WDS P-06,137000,11,0.033,8.74794520547945
WDCRFT/HERITAGE WDS P-07,113500,12,0.033,20.8506849315069
WDCRFT/HERITAGE WDS P-08,117250,14,0.037,12.5082191780822
WDCRFT/HERITAGE WDS P-09,132000,9,0.035,23.4027397260274
WDCRFT/HERITAGE WDS P-10,122500,15,0.038,20.2630136986301
WDCRFT/HERITAGE WDS P-11,143500,10,0.0345,3.96164383561644
WDCRFT/HERITAGE WDS P-12,134250,12,0.039,17.4342465753425
WDCRFT/HIGHGATE SEC 1,0,21,0.304,11.2082191780822
WDCRFT/HIGHGATE SEC 2,0,13,0.3,23.4027397260274
WDCRFT/HIGHGATE SEC 3,228000,7,0.332,6.79178082191781
WDCRFT/HIGHGATE SEC 4,235000,17,0.301,5.05205479452055
WDCRFT/HIGHGATE SEC 5,0,16,0.318,23.4027397260274
WDCRFT/HIGHGATE SEC 6,232000,25,0.27,18.4
WDCRFT/HIGHGATE SEC 7,0,18,0.329,16.386301369863
WDCRFT/HIGHGT/WNDERMR S1A,115000,12,0.359,23.4027397260274
WDCRFT/HIGHGT/WNDERMR S1B,0,19,0.373,23.4027397260274
WDCRFT/HIGHGT/WNDERMR S1C,205000,17,0.356,23.4027397260274
WDCRFT/HIGHGT/WNDERMR S1D,82500,12,0.4125,23.4027397260274
WDCRFT/HMEPL 4 S1/S7,175500,1,0.043,
WDCRFT/HMEPL/ARROWD TW P1,58000,8,0.04,13.6013698630137
WDCRFT/HMEPL/ARROWD TW P2,120250,6,0.033,13.6835616438356
WDCRFT/HMEPL/ARROWD TW P3,114000,10,0.0425,6.53424657534247
WDCRFT/HMEPL/ARROWD TW P4,109000,17,0.042,12.9561643835616
WDCRFT/LANSGATE,150500,24,0.191,22.5534246575343
WDCRFT/LANSGATE COURT,225000,5,0.267,6.63150684931507
WDCRFT/LEGACY PLC,2e+05,29,0.109,12.8794520547945
WDCRFT/NUTTREE WAY,220500,20,0.226,18.1506849315068
WDCRFT/OLD FOX TRAIL S-1,167500,18,0.233,21.8109589041096
WDCRFT/OLD FOX TRAIL S-2,182000,29,0.26,23.4027397260274
WDCRFT/OLD FOX TRAIL S-3,204000,18,0.235,10.1342465753425
WDCRFT/PARSONS CHS TW P1,0,7,0.021,21.186301369863
WDCRFT/PARSONS CHS TW P2,119500,16,0.021,13.6328767123288
WDCRFT/REVERES RUN TW,0,8,0.045,23.4027397260274
WDCRFT/SANDSTONE RDG,217500,17,0.311,14.6356164383562
WDCRFT/THORNE RDG,196250,36,0.229,23.4027397260274
WDCRFT/WDWINDS TW P-01,105000,15,0.093,17.3904109589041
WDCRFT/WDWINDS TW P-02,104000,13,0.105,7.2
WDCRFT/WDWINDS TW P-03,132000,11,0.099,12.8904109589041
WDCRFT/WDWINDS TW P-04A/C,124500,18,0.1,17.5986301369863
WDCRFT/WDWINDS TW P-05A/B,137000,17,0.094,5.42191780821918
WDCRFT/WDWINDS TW P-06,123000,19,0.087,8.04931506849315
WDCRFT/WDWINDS TW P-07,112000,11,0.098,13.9698630136986
WDCRFT/WESTRDG SEC 1,177000,18,0.299,23.4027397260274
WDCRFT/WESTRDG SEC 1 EXT,0,18,0.287,23.4027397260274
WDCRFT/WESTRDG SEC 2,290000,14,0.2955,7.04794520547945
WDCRFT/WESTRDG SEC 2 EXT,210000,15,0.312,23.4027397260274
WDCRFT/WINDERMERE SEC 02A,271500,8,0.4535,23.4027397260274
WDCRFT/WINDERMERE SEC 02B,209250,10,0.3895,15.3767123287671
WDCRFT/WINDERMERE SEC 02C,239000,13,0.463,22.3945205479452
WDCRFT/WINDERMERE SEC 02D,199250,14,0.388,19.0164383561644
WDCRFT/WINTERBERRY RDG S1,231000,20,0.279,4.55616438356164
WDCRFT/WINTERBERRY RDG S2,220000,12,0.3365,18.0109589041096
WDCRFT/WINTERBERRY RDG S3,203750,16,0.3235,4.63150684931507
WDCRFT/WINTERBERRY RDG S4,208000,17,0.257,2.28767123287671
WDCRFT/WINTERBERRY RDG S5,229000,11,0.334,3.61369863013699
WDLAKE PH 1 BLK G,247000,42,0.281,5.2027397260274
WDLAKE SEC C PH 01,187500,18,0.1725,6.5054794520548
WDLAKE SEC C PH 02,181000,23,0.173,12.6821917808219
WDLAKE SEC H PH 01,223000,37,0.209,2.87397260273973
WDLAKE SEC L,84250,8,0.234,5.05068493150685
WDLAKE/4-SEASONS P1 BLK A,199000,11,0.161,5.97260273972603
WDLAKE/4-SEASONS P1 BLK B,171250,40,0.1585,11.0972602739726
WDLAKE/4-SEASONS P1 BLK C,220000,13,0.194,4.96986301369863
WDLAKE/CANDLEWD I1 SH 1,193000,29,0.183,7.59315068493151
WDLAKE/CANDLEWD I1 SH 2/3,207500,42,0.196,2.62465753424658
WDLAKE/CANDLEWD PH 01,196000,23,0.181,3.2986301369863
WDLAKE/CANDLEWD PH 02,201000,18,0.1885,15.4630136986301
WDLAKE/CANDLEWD PH 03,185500,26,0.199,4.37534246575343
WDLAKE/CHESDEN PH 01,2e+05,21,0.219,11.6301369863014
WDLAKE/CHESDEN PH 02,184500,21,0.249,17.3479452054795
WDLAKE/DUNMORE BLK F,213000,38,0.27,12.8164383561644
WDLAKE/DUNMORE PH 2 BLK G,239000,14,0.2765,5.04383561643836
WDLAKE/DUNMORE PH 2 SEC 1,206500,14,0.284,19.4246575342466
WDLAKE/DUNMORE PH 2 SEC 2,217000,13,0.268,2.59041095890411
WDLAKE/GRAYSON RG PH3 S-1,344250,10,0.296,6.05616438356164
WDLAKE/GRAYSON RG PH3 S-2,273500,10,0.338,10.2904109589041
WDLAKE/GRAYSON RG PH4 S-1,247500,6,0.333,
WDLAKE/GRAYSON RG PH4 S-2,233500,10,0.3005,23.4027397260274
WDLAKE/LAKE VLG TWN P1 S1,171750,28,0.059,5.63972602739726
WDLAKE/LAKE VLG TWN P2 S1,145500,7,0.059,8.87671232876712
WDLAKE/LAKE VLG TWN P2 S2,201250,8,0.0615,13.3972602739726
WDLAKE/PINEYWOOD TWN,0,1,2.302,
WDLAKE/PINEYWOOD TWN PH 1,185000,13,0.062,9.71506849315069
WDLAKE/PINEYWOOD TWN PH 2,176000,15,0.058,13.5013698630137
WDLAKE/PINEYWOOD TWN PH 3,170500,6,0.062,11.5958904109589
WDLAKE/WHITE OAK,216000,16,0.1655,5.24794520547945
WDS HOMESITES,158250,10,0.1725,3.55616438356164
WDSTREAM GLEN SEC 1 PH 1,120000,15,0.033,14.4547945205479
WDSTREAM GLEN SEC 1 PH 2,0,14,0.03,23.4027397260274
WDSTREAM GLEN SEC 1 PH 3,119250,14,0.03,23.4027397260274
WDSTREAM GLEN SEC 2 PH 1,61500,16,0.041,23.4027397260274
WDSTREAM GLEN SEC 2 PH 2,120000,19,0.04,14.9287671232877
WDSTREAM GLEN SEC 2 PH 3,0,17,0.03,23.4027397260274
WDSTREAM GLEN SEC 3 PH 1,0,3,0.078,23.4027397260274
WEBSTER COVE PH 1,0,5,0.519,23.4027397260274
WEDGEDALE,41500,26,0.246,15.8561643835616
WEDGEWOOD SEC 1,163500,18,0.56,5.13972602739726
WEDGEWOOD SEC 2,119500,19,0.641,23.4027397260274
WEDGEWOOD SEC 3,59500,4,0.695,15.1506849315068
WELDON DOWNS TOWNHOMES,393000,40,0.065,5.27671232876712
WELLINGTON FRST PH 1A,247500,10,0.276,5.13972602739726
WELLINGTON FRST PH 1B,247000,49,0.276,23.4027397260274
WELLINGTON FRST PH 2,275000,45,0.227,8.64109589041096
WELLINGTON FRST PH 3,284000,48,0.234,10.6986301369863
WELLINGTON FRST TR 2,2e+05,5,0.249,10.3753424657534
WELLONS VLG SEC 1,0,32,0.217,23.4027397260274
WELLONS VLG SEC 2,0,14,0.277,18.2232876712329
WELLONS VLG SEC 3,31000,19,0.315,17.1397260273973
WELLONS VLG SEC 4,0,29,0.287,18.3876712328767
WEST COLLEGE HGHTS,0,54,0.187,16.4
WEST HLS,109250,26,0.4655,22.2191780821918
WEST HLS EAST ANX,0,42,0.46,23.4027397260274
WEST HLS NORTH ANX,141000,35,0.229,8.46301369863014
WEST HLS SEC 3,0,19,0.478,23.4027397260274
WEST HLS SEC 4,0,16,0.49,20.3465753424658
WEST HLS SOUTH ANX,42500,58,0.46,21.4013698630137
WEST MAIN STREET CONDOS,222500,16,0,3.70958904109589
WESTFIELD VLG PH 1,176500,14,0.134,3.84657534246575
WESTFIELD VLG PH 2,171500,34,0.132,12.2986301369863
WESTGATE CONDOS S-1 P-1,108000,42,0,7.96986301369863
WESTGATE TWNHMS S-2 P-1,0,19,0.022,23.4027397260274
WESTGATE TWNHMS S-2 P-2,102000,13,0.02,16.3397260273973
WESTGATE TWNHMS S-2 P-2A,89000,7,0.02,23.4027397260274
WESTGATE TWNHMS S-2 P-3,95500,25,0.021,17.3904109589041
WESTGLEN SEC 1,160000,9,0.635,15.5068493150685
WESTGLEN SEC 2,0,28,0.508,23.4027397260274
WESTGLEN SEC 3,187500,32,0.5705,19.5671232876712
WESTON DOWNS P-2 FUT DEV,0,1,8.717,
WESTON DOWNS/P-2,413750,10,0.222,2.20821917808219
WESTOVER,128750,98,0.1895,15.5575342465753
WESTOVR PL OF PRK CD/TY-B,0,1,1.727,10.3945205479452
WESTPOINT @751,0,5,2.131,8.29041095890411
WESTPRK CORP CTR,0,1,3.89,
WESTVIEW,125000,3,0.148,4.71232876712329
WESTWD ESTATES PH 1,57500,56,0.379,23.4027397260274
WESTWD ESTATES PH 2,0,30,0.392,21.4027397260274
WESTWD ESTATES PH 3,182500,30,0.4,11.9616438356164
WESTWD ESTATES PH 4,145000,43,0.403,23.4027397260274
WESTWD ESTATES PH 5,187500,41,0.421,15.7178082191781
WESTWD ESTATES PH 5-A,235000,9,0.542,5.08219178082192
WETROCK FARM/PH:01,0,63,0.135,
WHITEHALL SEC 1,127500,8,0.493,23.4027397260274
WHITEHALL SEC 4,0,4,0.5695,23.4027397260274
WHITEHALL SEC 5,160000,7,0.503,23.4027397260274
WHITEHALL SEC 6,213000,5,0.489,8.88767123287671
WHITEHALL SEC 7,83500,10,0.471,23.4027397260274
WHITEHALL SUBD PH 01,278000,27,0.417,11.0150684931507
WHITEHALL SUBD PH 02,318500,15,0.363,6.94794520547945
WHITTED SCHOOL CONDOS,552500,3,0,
WILKINSON BLDG CMPNT CO,0,4,0.4455,23.4027397260274
WILLARDALE,0,2,0.488,23.4027397260274
WILLARDALE SEC 2,0,19,0.21,23.4027397260274
WILLARDALE SEC 3,0,6,0.5415,15.3095890410959
WILLIAMSBURG,143000,11,0.13,6.44931506849315
WILLOW HILL SEC 5,98000,18,0.878,12.7205479452055
WILLOW HILL SHEET 2/3,135000,19,0.522,11.641095890411
WILLOW RDG SEC 1,26250,14,1.6725,23.4027397260274
WILLOW RDG SEC 2 & 3,0,6,2.857,23.4027397260274
WILLOWDAILE CINEMA,1250000,5,1.18,7.75753424657534
WILLOWHAVEN BLK L-M-N,0,17,0.685,19.8438356164384
WILLOWHAVEN BLK O-P-Q-R-U,0,54,0.582,23.4027397260274
WILLOWHAVEN BLK S,0,34,0.6895,16.6246575342466
WILLOWHAVEN BLK T,126000,22,0.4965,23.4027397260274
WILLOWHAVEN BLK V-W,177500,22,0.657,18.1753424657534
WILLOWHAVEN BLK X,0,22,0.553,15.8506849315069
WILLOWHAVEN BLK Y REV,183500,16,0.477,23.4027397260274
WILLOWHAVEN BLK Z,215000,13,0.752,23.4027397260274
WILLOWHAVEN COUNTRY CLUB,2e+06,10,10.211,
WILLOWHAVEN NORTH,0,75,0.856,23.4027397260274
WILLOWHAVEN/HEATHER RDG,0,21,1.649,18.386301369863
WILMONT FRST SEC 1,0,18,0.461,14.5465753424658
WILMONT FRST SEC 2,0,15,0.461,3.25753424657534
WILMONT FRST SEC 4,29500,7,0.459,12.3876712328767
WINCHESTER FRST,0,24,0.4955,20.4027397260274
WINDERMERE RDG TW PH 1-3,157500,42,0.0375,4.27671232876712
WINDSOR AT SOUTH SQ---/AP,9310000,2,2.9675,
WINDSOR CMNS,285000,57,0.051,3.86301369863014
WINDSOR HLS,0,57,0.488,23.4027397260274
WINGBROOK,153500,38,0.2925,23.4027397260274
WINSFORD @ PARK PH01,226500,72,0.061,3.13150684931507
WINSFORD @ PARK PH02,243000,89,0.061,1.96986301369863
WINSTEAD PH 1,198500,19,0.459,23.3945205479452
WINSTEAD PH 1/FINAL PLAT,305000,15,0.424,21.372602739726
WINSTEAD PH 2,238500,27,0.416,12.2123287671233
WINSTEAD PH 3,385000,10,0.459,1.6958904109589
WITT-HAYNES CONST,103750,6,0.2055,23.4027397260274
WOFFORD GOLF COURSE S1-2,157000,10,0.461,18.0520547945206
WOOD CHAPEL PH 01,217750,34,0.172,4.37534246575343
WOOD CHAPEL PH 02-A,235000,13,0.18,9.3041095890411
WOOD CHAPEL PH 02-B,244750,30,0.1775,5.87945205479452
WOOD HOLLOW PH 1,162000,9,0.389,4.45890410958904
WOODBERRY FRST SEC 1,34000,22,0.5815,15.1232876712329
WOODBERRY FRST SEC 2,171500,15,0.461,23.4027397260274
WOODCREEK PH 1,140000,39,0.115,4.96712328767123
WOODCREEK PH 2,122750,18,0.371,7.6013698630137
WOODCREEK PH 3,137000,5,0.138,3.96438356164384
WOODCREST,113000,49,0.203,20.9068493150685
WOODCREST SEC 1,0,17,0.501,4.37808219178082
WOODCREST SEC 2,76500,6,0.4745,4.62739726027397
WOODCREST SEC 3,120000,27,0.459,21.8876712328767
WOODCREST SEC 3 EXT,112000,25,0.311,20.7205479452055
WOODHAVEN ESTATES,32500,20,1.63,21.7232876712329
WOODLAND PRK,16500,1,0.847,
WOODLANDS PH 2 SEC 3,141750,8,0.3925,5.63013698630137
WOODLANDS PH 2 SEC 4,0,9,0.39,23.3945205479452
WOODLANDS PH 2 SEC 5,0,11,0.392,23.4027397260274
WOODLANDS PH 4 SEC 6,163000,10,0.464,13.9383561643836
WOODLANDS PH 4 SEC 7,0,27,0.385,23.4027397260274
WOODLAWN MEMORIAL PRK,693000,8,3.004,
WOODLAWN SEC 1,191000,16,0.343,4.88767123287671
WOODRIDGE SEC 1A PH 1,0,6,0.455,23.4027397260274
WOODRIDGE SEC 2  PH 1,0,14,0.41,22.4027397260274
WOODSDALE,0,4,0.274,22.0712328767123
WOODSTOCK,0,6,0.1675,14.0506849315069
WORLD TRADE PROP PH 3,0,6,1.7405,18.5534246575342
WRIGHT-MASON REALTY CO,0,2,0.181,12.5109589041096
WYNDCROSS PH 1-A,236000,25,0.198,19.5602739726027
WYNDCROSS PH 1-B,241000,22,0.2235,6.94794520547945
WYNDCROSS PH 2-A,156500,31,0.181,16.6383561643836
WYNDCROSS PH 2-B,190750,58,0.1765,10.5424657534247
WYNDMOOR @ THE PRK PH01,220000,32,0.153,11.2246575342466
WYNDMOOR @ THE PRK PH02,207000,32,0.1535,10.9219178082192
WYNDMOOR @ THE PRK PH03,196750,34,0.146,7.53424657534247
WYNDMOOR @ THE PRK PH04,194000,41,0.138,6.27671232876712
WYNTRFLD 2 TW,0,2,1.133,13.2958904109589
WYNTRFLD 2 TW/LT 001-082,141000,85,0.033,8.12328767123288
WYNTRFLD 2 TW/LT 083-087,145000,5,0.028,3.13150684931507
WYNTRFLD 2 TW/LT 088-093,172500,6,0.0265,
WYNTRFLD 2 TW/LT 094-099,130000,6,0.0235,12.372602739726
WYNTRFLD 2 TW/LT 100-104,152000,5,0.028,4.53698630136986
WYNTRFLD 2 TW/LT 105-110,127500,6,0.023,10.0972602739726
WYNTRFLD 2 TW/LT 111-114,166250,4,0.033,0.752054794520548
WYNTRFLD 2 TW/LT 115-117,158500,3,0.041,3.04657534246575
WYNTRFLD 2 TW/LT 118-120,176000,3,0.038,2.70958904109589
WYNTRFLD 2 TW/LT 121-126,200500,6,0.033,1.38630136986301
WYNTRFLD 2 TW/LT 127-132,173750,6,0.033,7.12739726027397
WYNTRFLD 2 TW/LT 133-138,171250,6,0.0355,13.2917808219178
WYNTRFLD 2 TW/LT 139-144,148750,6,0.025,11.5397260273973
WYNTRFLD TW B- A L001-006,142250,6,0.027,13.4602739726027
WYNTRFLD TW B- A/S-AA/KK,0,1,20.234,11.4493150684932
WYNTRFLD TW B- B L007-012,142250,6,0.027,14.9013698630137
WYNTRFLD TW B- C L013-018,166000,6,0.027,1.36438356164384
WYNTRFLD TW B- D L019-023,150000,5,0.028,5.03698630136986
WYNTRFLD TW B- E L024-028,174000,5,0.035,
WYNTRFLD TW B- F L029-033,2e+05,5,0.034,2.37534246575342
WYNTRFLD TW B- G L034-038,165000,5,0.033,12.4671232876712
WYNTRFLD TW B- H L039-043,174000,5,0.034,1.13698630136986
WYNTRFLD TW B- I L044-049,162500,6,0.0335,4.88493150684932
WYNTRFLD TW B- J L050-053,187000,4,0.0375,7.67808219178082
WYNTRFLD TW B- K L054-059,145750,6,0.027,14.7972602739726
WYNTRFLD TW B- L L060-064,196000,5,0.032,1.58767123287671
WYNTRFLD TW B- M L065-068,170250,4,0.0315,2.2958904109589
WYNTRFLD TW B- N L069-074,162000,6,0.034,14.2191780821918
WYNTRFLD TW B- O L075-080,136250,6,0.0275,12.5506849315068
WYNTRFLD TW B- P L081-086,136250,6,0.027,5.8
WYNTRFLD TW B- Q L087-092,128000,6,0.027,12.7150684931507
WYNTRFLD TW B- R L093-097,175000,5,0.033,2.96712328767123
WYNTRFLD TW B- S L098-103,145000,6,0.027,2.2958904109589
WYNTRFLD TW B-AA L104-107,195000,4,0.038,0.791780821917808
WYNTRFLD TW B-BB L108-113,155500,6,0.0275,2.87945205479452
WYNTRFLD TW B-CC L114-118,171000,5,0.034,9.04109589041096
WYNTRFLD TW B-DD,140750,4,0.0305,
WYNTRFLD TW B-EE L123-128,132750,6,0.0275,14.1424657534247
WYNTRFLD TW B-FF L129-133,143000,5,0.027,2.96438356164384
WYNTRFLD TW B-GG L134-138,144000,5,0.028,11.1219178082192
WYNTRFLD TW B-HH L139-144,175000,6,0.028,
WYNTRFLD TW B-II L145-149,153500,5,0.027,13.9671232876712
WYNTRFLD TW B-JJ L150-155,175750,6,0.033,7.76301369863014
WYNTRFLD TW B-KK L156-160,145000,5,0.033,3.35890410958904
YORK WOODS TWNHMS,256500,14,0.1535,4.37808219178082
YORKFIELD,119000,36,0.1755,4.92602739726027
ZENITH PLC,146000,19,0.405,18.772602739726
